gp_idx,reward_type,final_position,total_time,points,changed_compound
0,time,9,5734.6138256137665,2,True
0,time,17,5757.378375472765,0,True
0,time,8,5692.956446075747,4,True
0,time,4,5657.255124010256,12,True
0,time,5,5674.454804848167,10,True
0,time,4,5602.75646738035,12,True
0,time,7,5646.631097927068,6,True
0,time,9,5719.539505089776,2,True
0,time,9,5715.490988433228,2,True
0,time,18,5759.2890585077475,0,True
0,time,6,5639.617366632093,8,True
0,time,13,5729.915579557808,0,True
0,time,11,5720.453806365933,0,True
0,time,4,5653.429646003805,12,True
0,time,4,5635.387938687441,12,True
0,time,12,5725.219103854607,0,True
0,time,17,5750.631818827966,0,True
0,time,19,5773.588003525521,0,True
0,time,4,5668.713387580964,12,True
0,time,6,5666.5550883522055,8,True
0,time,14,5735.7970012600235,0,True
0,time,10,5749.883024880507,1,True
0,time,11,5707.569712634079,0,True
0,time,3,5686.225451048285,15,True
0,time,13,5734.4975457174605,0,True
0,time,20,5785.78991008843,0,True
0,time,6,5717.5637231481915,8,True
0,time,9,5701.501252508458,2,True
0,time,10,5701.013751157371,1,True
0,time,4,5633.819418370475,12,True
0,time,6,5651.7704259850125,8,True
0,time,3,5630.4008952907325,15,True
0,time,6,5631.382595697002,8,True
0,time,10,5687.529917460237,1,True
0,time,9,5679.1228999843215,2,True
0,time,7,5648.7177666742,6,True
0,time,7,5663.083408335109,6,True
0,time,7,5678.303675446145,6,True
0,time,7,5659.337539992012,6,True
0,time,11,5691.707170717077,0,True
0,time,3,5631.449905749609,15,True
0,time,12,5723.858375040579,0,True
0,time,7,5651.635717777373,6,True
0,time,7,5675.754714842097,6,True
0,time,7,5651.972454852454,6,True
0,time,5,5638.570225514916,10,True
0,time,14,5753.9142049470975,0,True
0,time,5,5663.451096854574,10,True
0,time,8,5673.186592225917,4,True
0,time,8,5682.372038931664,4,True
0,time,11,5731.236007243648,0,True
0,time,10,5672.468271524756,1,True
0,time,2,5630.563865101759,18,True
0,time,5,5695.84657709542,10,True
0,time,4,5605.711110943211,12,True
0,time,12,5706.984566856352,0,True
0,time,8,5699.402169395767,4,True
0,time,9,5693.553627543112,2,True
0,time,5,5641.918895841368,10,True
0,time,11,5704.578019963673,0,True
0,time,20,5775.069021194574,0,True
0,time,11,5756.525382118065,0,True
0,time,12,5708.48492609467,0,True
0,time,15,5753.051374488257,0,True
0,time,5,5638.2867690270205,10,True
